Fecha,Albania-2015,Albania-2016,Albania-2017,Albania-2018,Albania-2019,Albania-2020,Albania-2021,Albania-2022,Andorra-2015,Andorra-2016,Andorra-2017,Andorra-2018,Andorra-2019,Andorra-2020,Andorra-2021,Andorra-2022,Armenia-2015,Armenia-2016,Armenia-2017,Armenia-2018,Armenia-2019,Armenia-2020,Armenia-2021,Armenia-2022,Austria-2015,Austria-2016,Austria-2017,Austria-2018,Austria-2019,Austria-2020,Austria-2021,Austria-2022,Belgium-2015,Belgium-2016,Belgium-2017,Belgium-2018,Belgium-2019,Belgium-2020,Belgium-2021,Belgium-2022,Bulgaria-2015,Bulgaria-2016,Bulgaria-2017,Bulgaria-2018,Bulgaria-2019,Bulgaria-2020,Bulgaria-2021,Bulgaria-2022,Croatia-2015,Croatia-2016,Croatia-2017,Croatia-2018,Croatia-2019,Croatia-2020,Croatia-2021,Croatia-2022,Cyprus-2015,Cyprus-2016,Cyprus-2017,Cyprus-2018,Cyprus-2019,Cyprus-2020,Cyprus-2021,Cyprus-2022,Czechia-2015,Czechia-2016,Czechia-2017,Czechia-2018,Czechia-2019,Czechia-2020,Czechia-2021,Czechia-2022,Denmark-2015,Denmark-2016,Denmark-2017,Denmark-2018,Denmark-2019,Denmark-2020,Denmark-2021,Denmark-2022,EL-2015,EL-2016,EL-2017,EL-2018,EL-2019,EL-2020,EL-2021,EL-2022,Estonia-2015,Estonia-2016,Estonia-2017,Estonia-2018,Estonia-2019,Estonia-2020,Estonia-2021,Estonia-2022,Finland-2015,Finland-2016,Finland-2017,Finland-2018,Finland-2019,Finland-2020,Finland-2021,Finland-2022,France-2015,France-2016,France-2017,France-2018,France-2019,France-2020,France-2021,France-2022,Georgia-2015,Georgia-2016,Georgia-2017,Georgia-2018,Georgia-2019,Georgia-2020,Georgia-2021,Georgia-2022,Germany-2015,Germany-2016,Germany-2017,Germany-2018,Germany-2019,Germany-2020,Germany-2021,Germany-2022,Hungary-2015,Hungary-2016,Hungary-2017,Hungary-2018,Hungary-2019,Hungary-2020,Hungary-2021,Hungary-2022,Iceland-2015,Iceland-2016,Iceland-2017,Iceland-2018,Iceland-2019,Iceland-2020,Iceland-2021,Iceland-2022,Ireland-2015,Ireland-2016,Ireland-2017,Ireland-2018,Ireland-2019,Ireland-2020,Ireland-2021,Ireland-2022,Italy-2015,Italy-2016,Italy-2017,Italy-2018,Italy-2019,Italy-2020,Italy-2021,Italy-2022,Latvia-2015,Latvia-2016,Latvia-2017,Latvia-2018,Latvia-2019,Latvia-2020,Latvia-2021,Latvia-2022,Liechtenstein-2015,Liechtenstein-2016,Liechtenstein-2017,Liechtenstein-2018,Liechtenstein-2019,Liechtenstein-2020,Liechtenstein-2021,Liechtenstein-2022,Lithuania-2015,Lithuania-2016,Lithuania-2017,Lithuania-2018,Lithuania-2019,Lithuania-2020,Lithuania-2021,Lithuania-2022,Luxembourg-2015,Luxembourg-2016,Luxembourg-2017,Luxembourg-2018,Luxembourg-2019,Luxembourg-2020,Luxembourg-2021,Luxembourg-2022,Malta-2015,Malta-2016,Malta-2017,Malta-2018,Malta-2019,Malta-2020,Malta-2021,Malta-2022,Montenegro-2015,Montenegro-2016,Montenegro-2017,Montenegro-2018,Montenegro-2019,Montenegro-2020,Montenegro-2021,Montenegro-2022,Netherlands-2015,Netherlands-2016,Netherlands-2017,Netherlands-2018,Netherlands-2019,Netherlands-2020,Netherlands-2021,Netherlands-2022,Norway-2015,Norway-2016,Norway-2017,Norway-2018,Norway-2019,Norway-2020,Norway-2021,Norway-2022,Poland-2015,Poland-2016,Poland-2017,Poland-2018,Poland-2019,Poland-2020,Poland-2021,Poland-2022,Portugal-2015,Portugal-2016,Portugal-2017,Portugal-2018,Portugal-2019,Portugal-2020,Portugal-2021,Portugal-2022,Romania-2015,Romania-2016,Romania-2017,Romania-2018,Romania-2019,Romania-2020,Romania-2021,Romania-2022,Serbia-2015,Serbia-2016,Serbia-2017,Serbia-2018,Serbia-2019,Serbia-2020,Serbia-2021,Serbia-2022,Slovakia-2015,Slovakia-2016,Slovakia-2017,Slovakia-2018,Slovakia-2019,Slovakia-2020,Slovakia-2021,Slovakia-2022,Slovenia-2015,Slovenia-2016,Slovenia-2017,Slovenia-2018,Slovenia-2019,Slovenia-2020,Slovenia-2021,Slovenia-2022,Spain-2015,Spain-2016,Spain-2017,Spain-2018,Spain-2019,Spain-2020,Spain-2021,Spain-2022,Sweden-2015,Sweden-2016,Sweden-2017,Sweden-2018,Sweden-2019,Sweden-2020,Sweden-2021,Sweden-2022,Switzerland-2015,Switzerland-2016,Switzerland-2017,Switzerland-2018,Switzerland-2019,Switzerland-2020,Switzerland-2021,Switzerland-2022,UK-2015,UK-2016,UK-2017,UK-2018,UK-2019,UK-2020,UK-2021,UK-2022
2020-09-23,333,357,351,363,369,463,,-100,8,5,5,8,9,-100,-100,-100,441,417,432,448,494,479,,-100,1410,1442,1496,1436,1577,1532,1673,-100,1932,1906,1963,1831,1906,1916,1942,-100,1728,1862,1710,1889,1827,1844,2833,-100,891,1008,969,913,944,961,1102,-100,97,81,113,98,100,100,122,-100,1915,1988,2125,1906,2157,2392,2074,-100,963,983,983,950,1016,974,1137,-100,1919,1972,1926,2022,2087,2156,2438,-100,292,305,271,283,282,330,348,,938,985,970,1016,1043,1089,1134,-100,10649,10733,11476,10689,10779,11163,11622,-100,762,837,734,747,798,763,-100,-100,15667,16336,16747,15969,17402,17446,18020,-100,2147,2423,2351,2362,2494,2457,2417,-100,45,55,47,50,53,37,35,-100,-100,-100,-100,-100,,530,689,-100,10687,11094,11456,10903,10986,11179,11361,-100,528,522,534,503,562,536,644,-100,6,4,6,6,4,7,8,-100,726,743,723,682,708,784,1004,-100,70,77,88,84,85,75,89,-100,54,64,49,61,48,80,84,-100,92,131,141,99,106,154,,-100,2683,2665,2669,2696,2751,2891,3069,-100,709,740,713,712,820,743,803,-100,6831,7351,7516,7398,7985,8219,8138,-100,1856,1852,1945,1828,1822,1889,1997,-100,4313,4674,4366,4643,4699,5050,7337,-100,1685,1887,1773,1856,1885,1439,3238,-100,947,1003,1023,1007,976,1042,1099,-100,315,355,374,342,366,354,429,-100,6898,7036,7367,7230,7027,8064,7705,-100,1633,1601,1532,1553,1648,1563,1662,-100,1188,1212,1243,1212,1237,1254,1299,-100,10802,10249,10997,10408,10930,10861,-100,-100
2020-09-30,395,377,375,382,367,434,,-100,6,6,7,8,2,-100,-100,-100,448,524,417,445,442,424,,-100,1494,1469,1481,1553,1557,1587,1607,-100,1973,1904,1955,1965,2048,1920,2054,-100,1832,2023,1934,2067,1888,1986,3056,-100,927,958,965,1035,921,1064,1089,-100,84,91,96,105,113,110,111,-100,2007,1991,2235,2123,2153,2381,2094,-100,959,910,978,1033,972,996,1064,-100,1849,2081,2076,2176,2158,2223,2454,-100,301,282,273,273,305,301,338,,956,986,1032,1060,1046,977,1136,-100,10995,10906,11220,11310,11191,12163,11684,-100,789,936,820,829,831,822,-100,-100,16429,16352,16664,16622,16899,17614,18102,-100,2192,2447,2428,2498,2442,2562,2506,-100,32,47,35,42,56,38,41,-100,-100,-100,-100,-100,,615,640,-100,11228,11158,11562,11485,10953,12017,11137,-100,488,550,569,545,534,543,658,-100,7,9,7,6,3,5,2,-100,741,760,768,701,714,744,994,-100,65,69,78,91,83,82,94,-100,47,58,55,60,63,84,65,-100,138,123,114,133,121,149,,-100,2742,2683,2641,2806,2717,3002,3068,-100,766,741,733,702,711,783,806,-100,7163,7368,8025,7848,7689,8413,8472,-100,1914,1856,1983,1890,1901,2136,2120,-100,4342,4768,4981,5194,4826,5382,9247,-100,1719,1885,1885,2029,1791,1829,3418,-100,904,1029,1039,995,980,1135,1214,-100,341,369,398,390,379,412,411,-100,6813,7072,7388,7210,6978,8188,7687,-100,1651,1598,1708,1606,1638,1547,1599,-100,1235,1286,1295,1225,1234,1243,1226,-100,10677,10647,11065,10817,11087,11444,-100,-100
2020-10-07,345,360,359,353,365,505,,-100,9,7,4,9,6,-100,-100,-100,444,490,496,337,464,509,,-100,1409,1556,1529,1509,1592,1624,1636,-100,2019,2065,2059,2006,1951,2060,2214,-100,1930,2109,1958,2040,1888,2084,3388,-100,914,1029,994,957,975,970,1125,-100,73,96,111,101,118,106,125,-100,2035,2083,2156,2076,2197,2609,2196,-100,927,1022,985,992,1033,938,1161,-100,2101,2047,2185,2244,2070,2214,2486,-100,316,284,269,301,257,274,358,,981,1076,963,1006,1086,984,1185,-100,11328,11495,11350,11391,11362,12130,12318,-100,800,911,884,878,813,902,-100,-100,16776,17427,17470,16993,17666,17501,18814,-100,2332,2538,2496,2512,2382,2563,2625,-100,27,41,45,51,48,53,43,-100,-100,-100,-100,-100,596,593,673,-100,11624,12362,12010,11614,11441,12246,12214,-100,514,537,528,501,532,508,773,-100,5,5,8,2,6,8,1,-100,738,795,742,729,678,785,1070,-100,68,85,94,90,87,69,68,-100,54,68,63,72,47,71,54,-100,125,109,100,123,127,147,,-100,2690,2934,2763,2760,2912,3022,3062,-100,752,731,764,715,788,743,802,-100,7206,7456,7798,7567,7819,9187,8531,-100,1792,1879,1877,1935,1860,2150,2131,-100,4598,5103,4942,5048,4757,5796,10591,-100,1842,2004,1898,1947,1878,1773,3363,-100,924,992,1036,1022,943,1071,1197,-100,391,390,370,371,387,415,451,-100,7055,7036,7234,7437,7312,8593,7750,-100,1528,1662,1695,1715,1654,1543,1637,-100,1168,1271,1268,1233,1278,1334,1299,-100,11082,10993,11319,11015,11370,11359,-100,-100
2020-10-14,326,425,386,347,362,528,,-100,4,4,5,7,6,-100,-100,-100,451,546,486,537,417,591,,-100,1481,1607,1453,1488,1497,1619,1725,-100,2059,2041,2007,1957,1961,2157,2335,-100,2012,2111,2067,2134,1970,2157,3811,-100,945,944,939,959,942,1099,1214,-100,95,88,104,105,104,108,121,-100,2080,2142,2029,2014,2099,2946,2291,-100,948,1040,970,958,998,1008,1128,-100,2056,2142,2230,2164,2123,2144,2507,-100,296,313,285,282,286,309,364,,1015,993,1028,980,1048,1074,1198,-100,11108,11607,11080,11012,11419,12453,12199,-100,850,889,917,777,820,906,-100,-100,16848,17599,17139,16552,17713,17754,19633,-100,2463,2493,2357,2432,2394,2758,2623,-100,39,50,47,37,38,47,29,-100,-100,-100,-100,-100,594,591,682,-100,11389,12060,11902,11593,11515,12746,12696,-100,555,593,525,502,511,557,911,-100,6,6,7,3,5,2,9,-100,859,814,773,711,732,836,1035,-100,66,80,80,86,62,87,82,-100,67,76,61,51,63,62,87,-100,116,129,103,114,119,159,,-100,2712,2744,2706,2739,2879,3222,3270,-100,741,786,693,744,785,713,841,-100,7868,7658,7616,7539,7803,10231,8850,-100,1809,2026,2004,1943,1909,2200,2034,-100,4917,5187,4952,5318,4772,6215,11347,-100,1945,2011,1962,1887,1902,1825,3115,-100,975,1071,1004,982,1020,1204,1311,-100,354,375,376,371,383,441,469,-100,7119,7185,7392,7350,7314,8594,7871,-100,1574,1750,1648,1542,1622,1612,1678,-100,1220,1277,1210,1211,1298,1289,1305,-100,10762,11112,11361,11153,11594,11928,-100,-100
2020-10-21,390,403,382,435,403,569,,-100,1,2,4,6,8,-100,-100,-100,539,516,500,498,449,1121,,-100,1498,1522,1489,1491,1545,1780,1893,-100,2038,2025,1913,1918,2065,2629,2323,-100,2065,2135,2061,2094,1911,2372,4011,-100,949,968,945,1004,919,1136,1316,-100,99,98,98,92,100,110,113,-100,2098,2035,2101,2024,2139,3647,2539,-100,997,989,934,973,1026,1096,1137,-100,2072,2177,2157,2261,2170,2223,2722,-100,279,313,291,299,296,304,419,,1045,1023,1023,997,1081,1070,1126,-100,11507,11594,11201,11258,11452,13961,12434,-100,939,930,927,831,785,895,-100,-100,17341,17586,17059,16608,17327,18588,20032,-100,2437,2527,2338,2409,2355,2989,2906,-100,52,48,38,54,38,50,38,-100,-100,-100,-100,-100,604,621,656,-100,11834,11816,11929,11891,11769,14547,12295,-100,572,478,534,514,511,575,911,-100,1,4,5,1,5,7,3,-100,857,810,777,753,661,845,1097,-100,73,71,84,61,83,93,110,-100,63,46,52,72,68,67,57,-100,117,121,120,124,106,183,,-100,2832,2948,2676,2671,2867,3448,3383,-100,752,773,793,696,794,796,889,-100,7571,7499,7545,7754,7628,12364,9466,-100,1882,1971,1932,1996,2131,2220,2174,-100,4962,5033,4895,5145,4720,6512,8067,-100,1886,1905,1890,1945,1873,1776,2022,-100,937,1064,919,1043,941,1276,1446,-100,382,395,350,417,369,514,461,-100,7267,7512,7308,7327,7543,9470,7520,-100,1698,1626,1644,1660,1724,1570,1673,-100,1203,1230,1214,1233,1307,1492,1346,-100,10940,11012,11131,10848,11381,12292,-100,-100
2020-10-28,334,445,428,398,402,661,,-100,7,5,9,7,6,-100,-100,-100,511,510,529,485,455,1273,,-100,1433,1484,1551,1561,1536,1896,1943,-100,2095,2088,1892,1907,1935,3282,2274,-100,2188,2078,2063,2065,2040,2732,4127,-100,953,971,1000,950,940,1158,1391,-100,103,110,100,113,106,108,96,-100,2016,1997,2053,2148,2066,4226,2649,-100,993,1003,976,1007,954,979,1140,-100,2202,2148,2214,2301,2283,2413,,-100,270,303,324,282,293,267,422,,970,1041,1031,1022,1098,1132,1086,-100,11336,11389,11247,11436,11648,14882,11846,-100,934,944,921,924,863,1016,-100,-100,16795,17580,16762,16895,17488,18584,20029,-100,2418,2458,2397,2361,2297,3185,3315,-100,38,40,39,40,50,55,,-100,-100,-100,-100,-100,637,637,742,-100,11722,11744,11761,11551,11234,15659,,-100,550,556,543,538,509,559,913,-100,6,4,4,7,5,8,5,-100,806,794,788,706,671,853,1036,-100,84,72,84,83,103,98,101,-100,67,60,75,49,51,89,70,-100,131,130,108,117,113,176,,-100,2824,2731,2726,2815,2856,3687,3509,-100,745,688,746,814,776,791,907,-100,7348,7646,7594,7765,7637,14743,9850,-100,1883,1939,1918,2043,2134,2467,2129,-100,4984,5092,5061,5140,4745,7010,,-100,2008,1908,1831,1918,1873,2026,,-100,1031,1028,984,955,1001,1362,1460,-100,408,341,385,393,333,595,545,-100,7392,7244,7511,7794,7698,9596,7937,-100,1658,1718,1757,1706,1638,1691,1770,-100,1286,1313,1153,1272,1224,1694,1288,-100,11000,11444,11337,10832,11534,12501,-100,-100
2020-11-04,399,412,428,393,400,790,,-100,6,3,5,3,3,-100,-100,-100,505,542,540,467,516,1485,,-100,1460,1541,1490,1501,1556,2006,2056,-100,1951,2093,1939,2049,2001,3689,2374,-100,2092,2141,2014,2074,2194,3236,4051,-100,1004,1006,977,925,966,1287,1506,-100,88,110,94,114,95,111,127,-100,2020,1968,2040,2046,2110,4238,2837,-100,971,1017,956,992,1046,1026,1142,-100,2337,2349,2310,2232,2303,2547,,-100,277,330,262,259,271,287,394,,964,1069,981,1028,996,1043,1153,-100,10974,11592,11535,11712,11820,15883,12218,-100,903,979,890,968,927,1133,-100,-100,17024,17782,17371,17604,17859,19007,20788,-100,2425,2471,2324,2362,2443,3551,3473,-100,30,48,37,39,38,50,,-100,-100,-100,-100,-100,597,567,704,-100,11850,11889,12238,11805,11740,17335,,-100,500,538,500,535,486,558,889,-100,6,4,6,3,5,8,3,-100,739,822,732,686,720,877,1021,-100,74,76,77,98,90,113,101,-100,37,62,55,74,63,84,62,-100,121,123,109,120,134,174,,-100,2692,2912,2797,2798,3015,3589,3780,-100,748,810,704,776,785,776,942,-100,7423,7492,7352,7614,7602,16244,10701,-100,1970,2040,1910,2124,2097,2554,2414,-100,5129,4963,4987,4963,4906,7754,,-100,1951,1922,1914,1867,1904,2146,,-100,1008,1017,990,1030,989,1437,1630,-100,379,374,380,348,385,624,580,-100,7412,7775,7632,8012,7677,10316,8663,-100,1652,1717,1608,1640,1698,1673,1714,-100,1169,1286,1312,1263,1264,2068,1395,-100,11290,11785,11727,11532,12142,13418,-100,-100
2020-11-11,401,432,351,360,414,925,,-100,3,7,3,8,9,-100,-100,-100,548,585,509,566,506,1372,,-100,1527,1616,1505,1556,1559,2287,2105,-100,1934,2177,2078,2017,2014,3432,2395,-100,2221,2129,2112,2137,2027,3948,3942,-100,951,984,985,986,999,1361,1502,-100,111,108,119,118,118,124,144,-100,2023,2134,2057,1991,2231,3852,2996,-100,985,1045,1070,954,1037,1097,1128,-100,2363,2244,2266,2392,2216,2784,,-100,285,299,299,284,288,291,399,,983,1004,969,982,1011,1025,1179,-100,10608,11919,11653,11474,11992,15739,12300,-100,930,966,887,970,895,1354,-100,-100,16618,18591,17594,16842,18242,19727,22022,-100,2315,2483,2423,2408,2359,3963,3619,-100,45,49,51,45,45,54,,-100,-100,-100,-100,-100,624,618,664,-100,11629,12476,12478,11811,12125,18647,,-100,544,522,572,521,481,572,829,-100,7,5,2,7,9,7,5,-100,815,802,784,681,657,952,968,-100,67,82,75,70,102,117,88,-100,60,66,78,66,66,95,50,-100,135,123,115,125,125,164,,-100,2599,2902,2916,2761,3060,3580,3993,-100,753,818,760,737,846,779,903,-100,7505,7554,7504,7590,7551,15633,11951,-100,1854,2127,2161,2093,2148,2731,2461,-100,5188,5097,4999,5082,4608,7992,,-100,1879,1983,1928,1926,1902,2405,,-100,970,1063,998,994,1003,1411,1802,-100,376,381,393,392,404,739,582,-100,7325,8076,8063,7999,8036,10030,8046,-100,1710,1771,1753,1541,1674,1868,1724,-100,1199,1353,1251,1248,1365,2147,1474,-100,11318,12191,11745,11507,12122,13972,-100,-100
2020-11-18,419,440,414,421,394,956,,-100,4,8,10,7,8,-100,-100,-100,559,598,492,555,504,1486,,-100,1486,1550,1570,1531,1556,2414,,-100,2020,2143,2114,2060,2187,3179,2471,-100,2116,2096,2072,2163,1954,4407,3608,-100,938,1007,940,981,915,1486,1600,-100,106,112,101,98,101,104,117,-100,1975,2084,2071,2141,2173,3424,3153,-100,986,1046,1011,996,1057,1082,1206,-100,2253,2431,2319,2438,2216,3149,,-100,256,292,267,289,299,317,422,,959,1103,995,994,966,1119,1215,-100,10692,11632,11840,11706,12372,15269,12766,-100,986,913,914,952,929,1458,-100,-100,16849,17911,17676,17785,18535,20182,22904,-100,2440,2539,2503,2555,2301,3950,3730,-100,43,38,47,42,51,45,,-100,-100,-100,-100,-100,654,570,728,-100,11689,12146,12418,12532,11968,18784,,-100,520,571,560,496,538,600,713,-100,2,2,6,7,8,10,7,-100,757,776,770,727,702,1099,982,-100,78,73,96,89,89,126,102,-100,62,70,60,55,75,89,,-100,130,103,125,132,128,200,,-100,2806,2908,2917,2859,3023,3335,4183,-100,745,855,791,720,784,800,936,-100,7442,7706,7784,7709,7527,14828,12600,-100,1912,2197,2168,2071,2233,2703,2542,-100,5074,5088,4991,5364,4685,8372,,-100,1960,2061,1783,1955,1846,2593,,-100,956,1082,997,1021,986,1371,1812,-100,358,366,391,384,362,731,537,-100,7397,8090,8169,7932,8217,9695,,-100,1678,1702,1700,1534,1712,1989,1675,-100,1257,1193,1318,1280,1331,2155,1544,-100,11156,12035,12074,11256,12452,14276,-100,-100
2020-11-25,401,469,407,449,463,925,,-100,2,8,6,3,7,-100,-100,-100,597,597,535,551,569,1386,,-100,1488,1601,1531,1525,1587,2442,,-100,2021,2191,2080,2107,2122,2893,2716,-100,2027,2148,2062,2212,2076,4739,3416,-100,955,975,1020,1009,915,1485,,-100,123,107,101,120,133,128,,-100,1979,2125,2116,2095,2134,3169,,-100,1083,1010,1027,994,1095,1097,1205,-100,2222,2413,2336,2312,2395,3297,,-100,282,284,324,283,291,334,367,,998,1040,985,1044,1016,1108,1201,-100,11159,11636,12013,11811,12253,14974,12791,-100,1028,1073,950,964,941,1617,-100,-100,16802,18146,17877,18091,18581,21304,23710,-100,2389,2540,2437,2559,2357,4067,,-100,53,30,47,32,58,35,,-100,-100,-100,-100,-100,629,574,,-100,11738,12205,12555,12391,12024,18887,,-100,518,534,555,532,548,618,669,-100,4,8,2,6,6,11,,-100,761,752,721,741,774,1109,953,-100,61,79,70,72,89,134,103,-100,69,62,68,69,76,93,,-100,89,126,124,134,132,169,,-100,2721,2949,2886,2907,3045,3405,4381,-100,831,789,770,802,780,774,943,-100,7409,7753,7573,7927,7677,13627,12752,-100,2040,2388,2193,2132,2241,2693,2712,-100,4926,5126,5014,5291,4928,8515,,-100,1895,1940,1894,2010,1959,2010,,-100,929,1067,1015,1036,994,1425,,-100,378,357,362,406,359,792,586,-100,7849,8321,8257,7929,8328,9534,,-100,1691,1790,1740,1780,1688,1959,1755,-100,1255,1331,1396,1321,1375,2121,1643,-100,11188,11877,12017,11357,12429,14106,-100,-100
2020-12-02,422,469,450,448,424,988,,-100,7,7,7,4,9,-100,-100,-100,492,678,544,504,529,1200,,-100,1509,1619,1632,1656,1599,2550,,-100,1992,2221,2276,2173,2161,2704,2594,-100,2008,2299,2021,2319,2126,4753,3243,-100,982,1067,1038,982,989,1713,,-100,109,111,135,106,119,130,,-100,2019,2200,2102,2194,2078,3100,,-100,1105,1043,1067,1085,1104,1105,1238,-100,2131,2475,2278,2451,2512,3336,,-100,258,286,294,316,327,339,382,,1083,1037,1014,1062,1092,1119,1261,-100,11342,12147,12278,11567,12189,14816,,-100,979,1101,883,905,912,1646,-100,-100,17009,18793,18295,18342,19143,22604,23558,-100,2385,2635,2655,2644,2561,4169,,-100,35,43,43,43,45,39,,-100,-100,-100,-100,-100,639,603,,-100,12501,12543,13051,12739,11897,17995,,-100,537,534,552,572,544,669,691,-100,4,4,9,5,1,8,,-100,786,752,790,843,681,1238,963,-100,59,81,97,69,87,110,,-100,68,67,76,71,58,106,,-100,124,111,133,128,134,167,,-100,2759,3042,3027,2968,3018,3530,4359,-100,804,819,832,823,851,788,1005,-100,7588,7977,7802,8094,7919,12982,12403,-100,2088,2363,2465,2150,2128,2843,2603,-100,5043,5297,5027,5457,5014,8602,,-100,1893,1965,1950,1921,1892,3989,,-100,948,984,971,1009,969,1458,,-100,370,394,399,407,436,801,518,-100,8080,8124,8620,8051,8021,9541,,-100,1805,1842,1765,1787,1731,2148,1864,-100,1307,1294,1390,1389,1218,2175,1704,-100,11726,12702,12319,11659,12252,13956,-100,-100
2020-12-09,428,454,430,442,428,838,,-100,6,6,8,5,11,-100,-100,-100,608,690,546,511,592,1022,,-100,1517,1670,1554,1626,1668,2479,,-100,2113,2221,2325,2233,2213,2780,2515,-100,2127,2277,2109,2343,2112,4370,3055,-100,953,1157,1028,1070,1021,1758,,-100,113,107,111,117,121,142,,-100,2048,2204,2187,2136,2226,3104,,-100,1033,1067,1102,1044,1107,1095,,-100,2306,2414,2455,2503,2463,3115,,-100,305,312,264,319,304,348,375,,1058,1072,1050,1066,1044,1106,1150,-100,11411,12508,12832,11733,12462,14787,,-100,1026,1172,981,972,948,1541,-100,-100,17054,18885,18504,17943,19101,24003,22293,-100,2418,2585,2580,2677,2526,4089,,-100,40,48,36,41,46,46,,-100,-100,-100,-100,-100,674,596,,-100,12491,13262,13501,12827,12666,17482,,-100,523,528,578,560,558,711,649,-100,4,10,4,6,8,7,,-100,773,759,693,773,726,1220,992,-100,76,86,78,85,89,126,,-100,61,78,76,78,57,102,,-100,122,159,142,116,147,163,,-100,2844,3129,3218,3017,3161,3615,4023,-100,816,918,844,759,783,840,933,-100,7563,7837,7948,7917,7942,12018,,-100,2002,2526,2455,2129,2290,3017,2473,-100,4991,5356,5249,5461,5239,8172,,-100,1821,2063,1942,1984,1951,3864,,-100,952,1067,1003,1034,1002,1553,,-100,433,347,390,422,444,784,489,-100,8032,8612,9262,8312,8340,9534,,-100,1669,1858,1797,1720,1719,2117,1820,-100,1240,1301,1357,1356,1367,2213,1597,-100,11672,12182,12892,12046,12826,13915,-100,-100
2020-12-16,452,567,400,447,423,768,,-100,7,9,6,6,6,-100,-100,-100,567,784,546,496,510,965,,-100,1538,1847,1653,1639,1592,2264,,-100,2085,2321,2272,2263,2337,2736,2364,-100,2178,2435,2041,2345,2136,3945,3012,-100,938,1188,989,1078,1048,1788,,-100,124,130,119,126,155,138,,-100,2009,2435,2119,2303,2248,3242,,-100,1024,1060,1058,1096,1042,1273,,-100,2387,2716,2367,2535,2445,2938,,-100,318,309,301,318,305,344,374,,1019,1179,1101,1038,1093,1148,937,-100,11426,13474,12936,12260,12625,14366,,-100,959,1313,968,962,898,1471,-100,-100,17408,19376,18500,18990,19062,24724,21758,-100,2406,2845,2605,2797,2538,3733,,-100,45,52,44,42,36,43,,-100,-100,-100,-100,-100,725,614,,-100,12463,14861,13467,13306,12981,17073,,-100,567,610,594,613,563,730,,-100,2,5,7,5,5,11,,-100,786,856,781,770,720,1371,1066,-100,83,76,85,92,83,105,,-100,61,78,78,59,73,109,,-100,123,198,133,149,141,196,,-100,2881,3072,3079,3041,3253,3909,3702,-100,786,923,897,802,773,823,846,-100,7472,8297,8011,8162,8158,11679,,-100,2131,2809,2510,2249,2284,2917,2516,-100,5179,5829,5176,5623,5013,7425,,-100,1953,2401,1964,2038,1913,3590,,-100,1002,1200,1051,1129,1053,1616,,-100,359,413,397,427,437,717,,-100,8342,8980,9628,8427,8393,9287,,-100,1753,1868,1815,1741,1826,2299,1807,-100,1208,1446,1456,1322,1401,2185,1413,-100,12113,13229,14280,12611,13532,14625,-100,-100
2020-12-23,436,514,545,516,481,605,,-100,4,10,8,8,1,-100,-100,-100,643,613,552,537,633,950,,-100,1545,2160,1646,1689,1637,2131,,-100,2031,2418,2350,2251,2152,2617,,-100,2158,2807,2252,2434,2120,3242,2982,-100,1033,1263,1093,1114,1024,1682,,-100,118,151,113,115,116,125,,-100,2029,2620,2201,2145,2245,3214,,-100,994,1149,1134,1006,1038,1212,,-100,2480,2875,2496,2632,2459,2763,,-100,267,364,310,329,302,360,393,,1101,1315,1107,1195,1068,1129,,-100,11321,14659,13709,12182,12437,14122,,-100,1017,1346,928,1025,946,1310,-100,-100,17176,19744,18652,17954,18204,25554,21268,-100,2514,2897,2628,2860,2495,3752,,-100,33,45,37,46,49,53,,-100,-100,-100,-100,-100,709,628,,-100,12560,16489,14956,13426,12398,15703,,-100,597,571,566,589,597,820,,-100,2,2,9,2,2,16,,-100,870,873,800,821,748,1395,,-100,56,93,96,81,95,117,,-100,74,81,92,100,84,114,,-100,129,193,121,146,106,192,,-100,2592,3329,3187,2901,3028,3867,,-100,833,982,891,873,805,830,,-100,7604,8874,8439,8537,7949,12128,,-100,2102,3200,2747,2367,2313,2792,,-100,5249,6253,5237,5768,5079,7425,,-100,2053,2865,1908,2082,1859,3045,,-100,1021,1311,1082,1014,1036,1793,,-100,347,466,422,421,396,686,,-100,8031,9855,10412,8650,8333,9015,,-100,1737,2012,1929,1758,1718,2316,1601,-100,1294,1589,1375,1349,1329,2117,,-100,9786,9313,9881,8360,8711,,-100,-100
2020-12-30,500,,,,,347,,-100,5,,,,,-100,-100,-100,390,,,,,644,,-100,1537,,,,,2004,,-100,2123,,,,,2444,,-100,2149,,,,,2966,,-100,1046,,,,,1517,,-100,115,,,,,126,,-100,2156,,,,,,,-100,986,,,,,1259,,-100,2569,,,,,2678,,-100,268,,,,,368,,,1112,,,,,1174,,-100,12017,,,,,14675,,-100,1048,,,,,635,-100,-100,17210,,,,,25497,,-100,2519,,,,,3471,,-100,50,,,,,46,,-100,-100,-100,-100,-100,,672,,-100,13218,,,,,16286,,-100,581,,,,,743,,-100,5,,,,,6,,-100,900,,,,,1343,,-100,83,,,,,97,,-100,87,,,,,90,,-100,125,,,,,314,,-100,2911,,,,,4077,,-100,851,,,,,839,,-100,7816,,,,,11775,,-100,2331,,,,,3153,,-100,5361,,,,,7047,,-100,2073,,,,,3205,,-100,1034,,,,,2077,,-100,401,,,,,659,,-100,8427,,,,,9339,,-100,1914,,,,,2376,,-100,1318,,,,,1982,,-100,8741,,,,,,-100,-100
