"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","NURSE","TOT","1000HAB","A","2011",4.96,
"LVA","NURSE","TOT","1000HAB","A","2012",4.86,
"LVA","NURSE","TOT","1000HAB","A","2013",4.88,
"LVA","NURSE","TOT","1000HAB","A","2014",4.82,
"LVA","NURSE","TOT","1000HAB","A","2015",4.68,
"LVA","NURSE","TOT","1000HAB","A","2016",4.64,
"LVA","NURSE","TOT","1000HAB","A","2017",4.57,
"LVA","NURSE","TOT","1000HAB","A","2018",4.35,
"LTU","NURSE","TOT","1000HAB","A","1991",8.92,
"LTU","NURSE","TOT","1000HAB","A","1992",8.94,
"LTU","NURSE","TOT","1000HAB","A","1993",8.84,
"LTU","NURSE","TOT","1000HAB","A","1994",8.98,
"LTU","NURSE","TOT","1000HAB","A","1995",8.94,
"LTU","NURSE","TOT","1000HAB","A","1996",8.98,
"LTU","NURSE","TOT","1000HAB","A","1997",8.83,
"LTU","NURSE","TOT","1000HAB","A","1998",8.75,
"LTU","NURSE","TOT","1000HAB","A","1999",7.93,
"LTU","NURSE","TOT","1000HAB","A","2000",7.63,
"LTU","NURSE","TOT","1000HAB","A","2001",7.57,
"LTU","NURSE","TOT","1000HAB","A","2002",7.44,
"LTU","NURSE","TOT","1000HAB","A","2003",7.32,
"LTU","NURSE","TOT","1000HAB","A","2004",7.25,
"LTU","NURSE","TOT","1000HAB","A","2005",7.3,
"LTU","NURSE","TOT","1000HAB","A","2006",7.38,
"LTU","NURSE","TOT","1000HAB","A","2007",7.37,
"LTU","NURSE","TOT","1000HAB","A","2008",7.47,
"LTU","NURSE","TOT","1000HAB","A","2009",7.36,
"LTU","NURSE","TOT","1000HAB","A","2010",7.37,
"LTU","NURSE","TOT","1000HAB","A","2011",7.54,
"LTU","NURSE","TOT","1000HAB","A","2012",7.59,
"LTU","NURSE","TOT","1000HAB","A","2013",7.55,
"LTU","NURSE","TOT","1000HAB","A","2014",7.6,
"LTU","NURSE","TOT","1000HAB","A","2015",7.66,
"LTU","NURSE","TOT","1000HAB","A","2016",7.7,
"LTU","NURSE","TOT","1000HAB","A","2017",7.71,
"LTU","NURSE","TOT","1000HAB","A","2018",7.78,
